vendor_id,vendor_name_ar,cr_number,vat_number,city,contact_person_ar,contact_email,contact_phone,iban,status,last_updated
V01153,شركة العرجاني للتجهيزات الطبية,3406889145,382488743565833,بريدة,كريم التميمي,leen.albqami@vendor3.sa.example,+966568041610,SA2491606179163054385996,active,2025-06-10
V01154,شركة البلوي للتعليم والتدريب,7106050820,349020671063153,سكاكا,عبدالعزيز اليامي,abdullah.alhazmi@vendor30.sa.example,+966543153972,SA1851047322097972657115,نشط,2024-05-25
V01155,مركز السواط للتجهيزات الطبية,6506799511,397753258254443,نجران,بشاير الحوساوي,haifa.albalawi@vendor13.sa.example,+966578969901,SA7564167148404158229683,نشط,2025-02-08
V01156,شركة مساهمة العمري للطباعة والنشر,2050573832,323960579877953,الدمام,رؤيا المرواني,saqr.albqami@vendor18.sa.example,+966590420678,SA7968927131768777936123,نشط,2025-04-18
V01157,مجموعة الجهني للخدمات اللوجستية,5855675220,332750367966563,أبها,رؤيا الرويلي,turki.albalawi@vendor3.sa.example,+966560254456,SA1851052448552729423043,نشط,2022-11-13
V01158,مجموعة الزياني للاستشارات,2051310398,330071582651463,الجبيل,عبدالله الغامدي,mona.alhajri@vendor17.sa.example,+966529934468,SA7332638346489354817388,نشط,2026-03-02
V01159,مؤسسة الغامدي للخدمات المالية,4032072449,358076950502873,الطائف,أنس التميمي,fatima.alhosawy@vendor15.sa.example,+966561506156,SA9170639635650327278208,نشط,2025-06-27
V01160,مؤسسة الجهني للتعليم والتدريب,3206472269,395247086730,حائل,لطيفة الفيفي,fatima.alruwaily@vendor16.sa.example,+966571845903,SA4774321325382673283974,نشط,2025-02-07
V01161,مركز التميمي للخدمات المالية,6906727873,331858641136163,عرعر,بدر الزبيدي,hassan.alshahrani@vendor3.sa.example,+966565924175,SA9438098190899618360453,نشط,2024-07-12
V01162,مكتب القرشي للمقاولات,4652426377,379597822529483,ينبع,رامي الشهراني,naif.althbiti@vendor30.sa.example,+966538704519,SA5176280717874702136229,نشط,2025-03-16
V01163,مختبرات الدوسري للأمن السيبراني,5854767870,369205109985973,خميس مشيط,كريم السديري,jawaher.alhazmi@vendor23.sa.example,+966510414355,SA2529237880079572038814,نشط,2024-08-12
V01164,مؤسسة السبيعي للأمن السيبراني,3406466333,328423480884393,بريدة,إبراهيم الزهراني,shehab.alhazmi@vendor22.sa.example,+966575104656,SA9582291355694557632411,نشط,2026-04-12
V01165,مصنع الرويلي للترجمة والتعريب,4652826964,367041106758033,ينبع,هند الهاجري,anwar.alshamri@vendor11.sa.example,+966584856302,SA1953239121629695735699,نشط,2025-02-11
V01166,مؤسسة الحميدي للاستشارات,5854196927,333879719326453,خميس مشيط,نايف المقرن,yousef.alfaifi@vendor14.sa.example,+966547094294,SA9624465247753632008645,نشط,2026-03-11
V01167,شركة الرشيدي للتعليم والتدريب,5606600472,302219998875333,تبوك,نورة اليامي,bashayir.alsubaie@vendor16.sa.example,+966500929177,SA8500355736336773310601,نشط,2026-04-17
V01168,مؤسسة البلوي للخدمات البيئية,3206166482,384047528403413,حائل,محمد الصاعدي,anwar.aljohani@vendor3.sa.example,+966580415336,SA8034595207079822724938,نشط,2025-07-22
V01169,مجموعة السبيعي للخدمات اللوجستية,6906462357,334125073110503,عرعر,إبراهيم الفيفي,omar.albalawi@vendor30.sa.example,+966513194462,SA6761698050362852937488,نشط,2024-12-14
V01170,مؤسسة الأسمري للتسويق الرقمي,5606307861,341760490340363,تبوك,غدير التميمي,ibtisam.almugrin@vendor9.sa.example,+966567641263,SA4541006992770466699094,نشط,2025-10-30
V01171,مركز الفيفي للاستشارات,5606511491,341850427223783,تبوك,أنوار السهلي,hani.alaufi@vendor4.sa.example,+966520936118,SA7066413234615442303464,نشط,2025-02-03
V01172,مختبرات السديري للمقاولات,4031477225,342457741548973,مكة المكرمة,زياد الغامدي,luay.alruwaily@vendor6.sa.example,+966515820612,SA2953066748209076198001,نشط,2025-01-02
V01173,مكتب السديري للإعلام والتواصل,6906908201,385282184511683,عرعر,أريج الرشيدي,ayman.alhumaidi@vendor18.sa.example,+966506297168,SA1688804180101061522829,نشط,2025-10-12
V01174,مختبرات المسعود للأعمال العقارية,4030607871,332349282808233,جدة,حسن القرني,heba.aljohani@vendor1.sa.example,+966526807139,SA5927812280259620762589,نشط,2025-08-30
V01175,مركز الحميدي للاتصالات,7106439129,390616391041073,سكاكا,فهد السواط,hussein.alarjani@vendor22.sa.example,+966570390254,SA3534859627662737858768,نشط,2026-04-20
V01176,شركة مساهمة القرني للترجمة والتعريب,4652208177,308070140654833,ينبع,العنود الشمري,hani.alashmari@vendor27.sa.example,+966560708383,SA1410883318356013213315,نشط,2024-10-06
V01177,مؤسسة الدوسري للخدمات البيئية,5855121889,369384881744393,أبها,ديمة الربيعي,hanan.alzahrani@vendor20.sa.example,+966540507054,SA7329393398218967182229,نشط,2026-04-18
V01178,مصنع الغامدي للتسويق الرقمي,7106897435,340126613719,سكاكا,تالا الغامدي,abdulrahman.alsudairi@vendor29.sa.example,+966533021203,SA0669831910903825489820,نشط,2025-09-06
V01179,مجموعة القرني للاتصالات,7106277893,349668559991743,سكاكا,فاطمة البلوي,abdulwahhab.alanazi@vendor18.sa.example,+966564982825,SA0730624012575180497873,نشط,2024-07-23
V01180,مجموعة الحوساوي للترجمة والتعريب,4650261346,398546351617583,المدينة المنورة,بيان الحوساوي,hani.alanazi@vendor27.sa.example,+966532733469,SA8866511052879925164854,نشط,2025-01-08
V01181,مؤسسة العوفي للمستشفيات,3206067621,368673480906,حائل,مازن البلوي,nadia.alfaifi@vendor25.sa.example,+966547225799,SA9619580751916902777191,نشط,2024-07-27
V01182,مختبرات الزياني للتسويق الرقمي,4652360478,347091616313673,ينبع,ميساء الصاعدي,sara.alqurashi@vendor1.sa.example,+966530687498,SA0223676613013337174836,نشط,2025-03-29
V01183,مصنع البلوي للاتصالات,3206451282,327608370288503,حائل,بشاير العوفي,rahaf.alhosawy@vendor13.sa.example,+966511217708,SA5312559231407323004466,نشط,2026-05-01
V01184,مكتب السديري للمقاولات,4650944994,384365026321483,المدينة المنورة,نورة التميمي,jawaher.alrubaie@vendor20.sa.example,+966559715649,SA1475569854235237461325,نشط,2026-04-07
V01185,شركة الشهراني للأمن السيبراني,4030567543,375041644285383,جدة,سلطان الهاجري,marwa.alqarni@vendor14.sa.example,+966536766962,SA5142494412979835024127,نشط,2025-06-04
V01186,مصنع البلوي للمقاولات,4652704696,357324930626033,ينبع,فاطمة الفيفي,kareem.alhazmi@vendor22.sa.example,+966555119962,SA1873199466242220809266,نشط,2024-07-16
V01187,مختبرات القرشي للمقاولات,4652732781,372628111506653,ينبع,فاطمة السديري,anas.althbiti@vendor1.sa.example,+966544443364,SA1931063401932079641295,نشط,2026-01-25
V01188,مكتب السبيعي للتجهيزات الطبية,4030288787,308242495517983,جدة,أريج البلوي,faisal.alamri@vendor1.sa.example,+966503244406,SA3686584500208179814303,نشط,2024-10-06
V01189,مكتب الشريف للتطوير البرمجي,2050918057,352526780846423,الدمام,فاطمة الصاعدي,naif.alshehri@vendor22.sa.example,+966535070163,SA7669834370566834027381,نشط,2025-06-22
V01190,مركز الشهري للترجمة والتعريب,4650492169,314893265705873,المدينة المنورة,فهد القرشي,shehab.alrashidi@vendor14.sa.example,+966506265289,SA4189942258553644027402,نشط,2026-01-22
V01191,مجموعة الرشيدي للصناعات الغذائية,1010124222,381836849886023,الرياض,ريم السواط,badr.alharbi@vendor22.sa.example,+966583743011,SA8684265218292776081011,نشط,2025-04-08
V01192,مصنع الحازمي للطباعة والنشر,6006489193,307805906010463,جازان,كريم الشهراني,wael.alsalmi@vendor29.sa.example,+966530585941,SA4739519694513782518791,نشط,2026-03-28
V01193,مختبرات الفيفي للتطوير البرمجي,5854238791,305340333923513,خميس مشيط,زياد القرشي,maisa.alharbi@vendor17.sa.example,+966547960155,SA3846157233813427231426,نشط,2025-04-22
V01194,مكتب القرشي للمستشفيات,4650747994,397231628079673,المدينة المنورة,أيمن الثبيتي,aljawharah.alsalmi@vendor10.sa.example,+966543843861,SA9303501285839290935052,نشط,2026-05-04
V01195,مجموعة السديري للبنية التحتية,2050966048,353236184592683,الدمام,رنا العسيري,ayman.alhajri@vendor29.sa.example,+966556368754,SA7436071802883080842928,نشط,2026-02-20
V01196,مصنع الخالدي للطباعة والنشر,3206172596,394513326829123,حائل,لمى الحميدي,dima.alhazmi@vendor1.sa.example,+966527883444,SA5895006091881702751559,نشط,2026-06-08
V01197,شركة الجهني للخدمات اللوجستية,5606137765,393883993350213,تبوك,حنان الشريف,anas.alghamdi@vendor26.sa.example,+966574660853,SA1215003975229017348511,نشط,2026-05-26
V01198,مجموعة العرجاني للمستشفيات,6506337601,377815539305983,نجران,شهاب الشريف,omar.alsalmi@vendor12.sa.example,+966530473681,SA4326020797006142592407,نشط,2025-01-31
V01199,مركز العسيري للاتصالات,4030432119,333279583430873,جدة,حمد العمري,nadia.alshamri@vendor6.sa.example,+966595016533,SA5968645320169979059228,نشط,2025-07-16
V01200,شركة مساهمة الشهري للمقاولات,4032861336,352363257985,الطائف,أحمد الثبيتي,najoud.alamri@vendor10.sa.example,+966545403806,SA0810562433399872566063,نشط,2026-06-12
V01201,مكتب الحميدي للتطوير البرمجي,6006715891,341059047809293,جازان,هيفاء الشهري,reem.albqami@vendor27.sa.example,+966543158628,SA6961426382056634069301,نشط,2025-07-13
V01202,شركة مساهمة البقمي للإعلام والتواصل,6006958078,347311687217633,جازان,حمزة الرشيدي,saad.altamimi@vendor2.sa.example,+966533614385,SA2324011870720084021753,نشط,2026-04-30
V01203,شركة مساهمة الحميدي للخدمات المالية,7106616377,316086541717623,سكاكا,نجلاء الثبيتي,amal.alzubaidi@vendor1.sa.example,+966565821909,SA1779645201138999522242,نشط,2024-07-04
V01204,مختبرات البلوي للاتصالات,1010652239,375315124343223,الرياض,نايف الرشيدي,abdulkarim.alsharif@vendor7.sa.example,+966575737537,SA7998463427150959520489,نشط,2024-04-22
V01205,مكتب المالكي للتجهيزات الطبية,4031429418,398491567926093,مكة المكرمة,تركي الحوساوي,ibtisam.althbiti@vendor20.sa.example,+966572818331,SA3971271017775778120259,نشط,2026-04-15
V01206,شركة مساهمة العمري للمستشفيات,4652422860,366094462507073,ينبع,عمر الهاجري,heba.albalawi@vendor19.sa.example,+966578363707,SA2352876110307196286986,نشط,2025-01-07
V01207,مختبرات السديري للإعلام والتواصل,6506301293,301003325849743,نجران,لطيفة العرجاني,shehab.alsaaidi@vendor28.sa.example,+966505535894,SA6731473850619402216362,نشط,2024-09-01
V01208,مجموعة اليامي للخدمات اللوجستية,4030432742,319161642503743,جدة,حنان الربيعي,naif.alsalmi@vendor12.sa.example,+966580399267,SA3539997041985493354771,نشط,2025-11-26
V01209,مجموعة الزبيدي للتطوير البرمجي,4031700030,314035750842283,مكة المكرمة,مياء المسعود,luay.alzubaidi@vendor11.sa.example,+966529124463,SA8687991398040752104841,نشط,2026-02-16
V01210,مصنع العرجاني للطباعة والنشر,4031537467,331479506000903,مكة المكرمة,صفاء الزبيدي,kholoud.alotaibi@vendor5.sa.example,+966570067030,SA6735507507123333967571,نشط,2026-02-22
V01211,مجموعة الربيعي للتجهيزات الطبية,2050205673,321939728242693,الدمام,رند العوفي,saqr.alshehri@vendor20.sa.example,+966566154273,SA5703665854242595379112,نشط,2026-03-07
V01212,مختبرات الشهري للترجمة والتعريب,4030283777,379986593063413,جدة,عبدالرحمن الحميدي,anas.alomari@vendor12.sa.example,+966553335379,SA3599727228682748677688,نشط,2026-04-02
V01213,شركة البلوي للصناعات الغذائية,6506188335,334490549072703,نجران,مازن السواط,hanan.almarwani@vendor27.sa.example,+966533551254,SA1854566818370327725951,نشط,2025-04-12
V01214,مكتب الغامدي للتطوير البرمجي,5854829032,377841390535663,خميس مشيط,أنس الشريف,ghadeer.alotaibi@vendor11.sa.example,+966564125392,SA1126816166436439082626,نشط,2025-05-20
V01215,مكتب المطيري للاتصالات,3406741112,331746761935023,بريدة,منى الزهراني,bayan.alsharif@vendor24.sa.example,+966551984967,SA9561852524375824082653,نشط,2025-08-21
V01216,مؤسسة الحوساوي للصناعات الغذائية,4031662643,392680166827373,مكة المكرمة,بيان السواط,anas.althbiti@vendor5.sa.example,+966511027244,SA1430047851738133238481,نشط,2026-01-21
V01217,مؤسسة الحميدي للإعلام والتواصل,5855463910,325893957084203,أبها,فهد الشريف,amal.alqurashi@vendor15.sa.example,,SA3294719822789786249102,نشط,2024-12-27
V01218,مختبرات البلوي للتجهيزات الطبية,4030234341,350243545705353,جدة,زينب الغامدي,amal.alrashidi@vendor9.sa.example,+966582980797,SA1426404410218159274895,نشط,2026-02-16
V01219,مجموعة الأسمري للتعليم والتدريب,4032473376,333032614697083,الطائف,باسل الشهراني,khalid.almutairi@vendor29.sa.example,+966548856525,SA9691343031949321727932,نشط,2024-12-06
V01220,مجموعة السهلي للمستشفيات,2051206867,399212154911883,الجبيل,محمد الدوسري,rashed.alhajri@vendor4.sa.example,+966572853635,SA4116583959570714076459,نشط,2025-10-01
V01221,شركة مساهمة المرواني للاتصالات,5854840776,317184944066883,خميس مشيط,فيصل العنزي,jawaher.alshehri@vendor21.sa.example,+966554455471,SA3326402013963062089325,نشط,2024-08-22
V01222,شركة القحطاني للترجمة والتعريب,4032191133,355192035423343,الطائف,مشعل الرويلي,hassan.alhosawy@vendor18.sa.example,,SA9328806010361990183013,نشط,2024-10-10
V01223,مختبرات القرشي للإعلام والتواصل,4031066326,355353968831173,مكة المكرمة,منصور العامري,nasser.almarwani@vendor5.sa.example,+966506788396,SA3508754730343676517742,نشط,2025-05-26
V01224,شركة الرشيدي للإعلام والتواصل,7106754560,318834315347733,سكاكا,أيمن السديري,ibrahim.alhumaidi@vendor4.sa.example,+966516898658,SA2226728973669896577125,نشط,2026-04-29
V01225,مختبرات العرجاني للتطوير البرمجي,3206208834,381919060947073,حائل,عمر البقمي,wafaa.aldosari@vendor26.sa.example,+966523915399,SA6580501811043953540735,نشط,2026-05-16
V01226,مختبرات العامري لإدارة المشاريع,6006063749,380587848590773,جازان,نايف البلوي,samar.alshehri@vendor22.sa.example,+966578074956,SA7824892423505105919489,نشط,2025-11-13
V01227,مصنع الشمري للصناعات الغذائية,4032096719,333167272622253,الطائف,سامي الجهني,sami.alzubaidi@vendor6.sa.example,+966580590402,SA9012723005216226087449,نشط,2025-11-27
V01228,مكتب القرني للإعلام والتواصل,5855061077,395832631879513,أبها,جاسم المالكي,rania.alsubaie@vendor22.sa.example,+966564426017,SA2845375705922557064484,نشط,2024-08-11
V01229,شركة القحطاني للصناعات الغذائية,6006645725,379782396529953,جازان,عبير الشهراني,adel.alsharif@vendor16.sa.example,+966529573339,SA6491330650940154672694,نشط,2025-09-26
V01230,مصنع الحوساوي للخدمات اللوجستية,4032957700,320163452676493,الطائف,منصور المسعود,najoud.almalki@vendor8.sa.example,+966579916391,SA0736568153102126273960,نشط,2025-06-22
V01231,مكتب القرني للمستشفيات,4030868710,330870013542563,جدة,إبراهيم الغامدي,shaima.almugrin@vendor5.sa.example,+966505575691,SA7179794633278056080367,نشط,2024-06-28
V01232,مصنع الصاعدي لإدارة المشاريع,1010408228,366085553489053,الرياض,عمر اليامي,ghanem.alswat@vendor5.sa.example,+966545491358,SA71958928476505531194,نشط,2025-03-11
V01233,مصنع القرشي للتعليم والتدريب,4030602575,320997972160203,جدة,بدر العامري,mona.almasoud@vendor22.sa.example,+966574652614,SA4704157072157561466796,نشط,2024-08-20
V01234,مصنع الحوساوي للخدمات المالية,2051011756,315820339237933,الجبيل,بدر البقمي,maha.alqahtani@vendor27.sa.example,+966550039961,SA3619521787279101494939,نشط,2026-03-18
V01235,شركة مساهمة الرشيدي للإعلام والتواصل,4032095555,361675418840173,الطائف,مشعل الصاعدي,hamad.alqahtani@vendor2.sa.example,+966538714411,SA2398845021458271073513,نشط,2025-09-05
V01236,مصنع الحوساوي للتعليم والتدريب,7106515949,334622964493263,سكاكا,زياد الحميدي,dima.alqahtani@vendor12.sa.example,+966583047946,SA3756381363484414017640,نشط,2019-09-29
V01237,مصنع الجهني للأعمال العقارية,3206857453,319211616624623,حائل,حسن الربيعي,hind.alrubaie@vendor26.sa.example,+966554217789,SA8761762790115622581571,نشط,2025-02-02
V01238,شركة مساهمة الزبيدي للترجمة والتعريب,5855354345,387897979230503,أبها,ريم الفيفي,muath.albqami@vendor4.sa.example,+966547949390,SA2081728905583062473112,نشط,2026-01-01
V01239,مختبرات القرني للخدمات اللوجستية,4650796352,398656137017213,المدينة المنورة,ديمة العسيري,fahad.alswat@vendor10.sa.example,+966539091922,SA1214850996126939079687,نشط,2024-09-13
V01240,مؤسسة البلوي للأعمال العقارية,4030259345,316090128838723,جدة,باسل التميمي,abdulwahhab.alhazmi@vendor27.sa.example,+966560299540,SA0396119022056236295399,نشط,2024-11-20
V01241,شركة الثبيتي للتجهيزات الطبية,5854426076,326903452672113,خميس مشيط,جاسم الصاعدي,abdullah.alyami@vendor8.sa.example,+966575424351,SA6219048229931746223258,نشط,2024-11-06
V01242,شركة التميمي للاستشارات,6006905189,328838125382233,جازان,بدر المسعود,khalid.alyami@vendor30.sa.example,+966507999580,SA3391210649035569149829,نشط,2025-04-24
V01243,مجموعة العرجاني للمستشفيات,6506330321,304127921068583,نجران,هاني الزهراني,mohammed.alziyani@vendor20.sa.example,+966501130310,SA4681640557614249632969,نشط,2024-10-14
V01244,مؤسسة المالكي للإعلام والتواصل,6006659587,370024848505813,جازان,رانيا الحوساوي,hanan.alsubaie@vendor26.sa.example,+966598189602,SA8260731643975040124949,نشط,2025-09-29
V01245,شركة مساهمة الحوساوي للتعليم والتدريب,3406321773,368838843937593,بريدة,جواهر السهلي,mohammed.alrubaie@vendor21.sa.example,+966522449917,SA7040188782370669306515,نشط,2024-09-02
V01246,مؤسسة الحازمي للتعليم والتدريب,2051036748,369394667782953,الجبيل,سلطان العنزي,kareem.alshehri@vendor3.sa.example,+966578349819,SA7214012335422071794985,نشط,2024-06-25
V01247,شركة مساهمة القرني للخدمات المالية,2051440285,315494712276903,الجبيل,أنس الشمري,abeer.alyami@vendor21.sa.example,+966556769948,SA9772390157497280107747,نشط,2025-09-06
V01248,مصنع الشريف للتجهيزات الطبية,4030681276,337421474759503,جدة,أنس الشهري,wafaa.alzubaidi@vendor30.sa.example,+966597663784,SA1491259099845249918598,نشط,2025-10-06
V01249,شركة البلوي للخدمات اللوجستية,4652070803,338571958901793,ينبع,حنان العمري,abdulkarim.almalki@vendor2.sa.example,+966561406506,SA5686074898486988456674,نشط,2026-06-16
V01250,مختبرات السهلي للاتصالات,3406862624,311824160790343,بريدة,عادل الغامدي,ahmed.alsalmi@vendor3.sa.example,+966508742431,SA2398932065283392593881,نشط,2025-05-09
V01251,مصنع القحطاني للأمن السيبراني,6906624782,327506073957623,عرعر,زياد الغامدي,yousef.alsaaidi@vendor17.sa.example,+966502920950,SA5980459797320220733256,نشط,2024-06-13
V01252,مؤسسة المسعود للتسويق الرقمي,4030358273,307728416495653,جدة,شيماء الشهري,fahad.albalawi@vendor24.sa.example,+966563082512,SA1660549040278299336867,نشط,2024-11-18
V01253,مختبرات السلمي للاستشارات,4650191154,319619435567953,المدينة المنورة,إبراهيم التميمي,ziad.alsalmi@vendor9.sa.example,+966542074517,SA9011541197298466664001,نشط,2025-01-15
V01254,مختبرات الغامدي للطباعة والنشر,6506588817,399342073425573,نجران,رهف المسعود,maisa.alasiri@vendor25.sa.example,+966553571021,SA4405193098050427734743,نشط,2024-07-29
V01255,مختبرات المقرن للمستشفيات,6906438005,313986822946663,عرعر,عبدالرحمن الحربي,fahad.altamimi@vendor2.sa.example,+966563341616,SA3451159212562089501873,نشط,2019-11-13
V01256,مجموعة الجهني للاتصالات,6006860985,330149425396773,جازان,غانم الشهري,nasser.alruwaily@vendor28.sa.example,+966594648864,SA0778865403672722816008,نشط,2024-09-20
V01257,مختبرات الزهراني لتقنية المعلومات,6906093886,398491399642913,عرعر,حنان العسيري,rahaf.almugrin@vendor1.sa.example,+966577409433,SA5872065477001576953735,نشط,2026-05-19
V01258,مركز الرويلي للصناعات الغذائية,4030223624,334566387501363,جدة,لطيفة العتيبي,rami.alfaifi@vendor19.sa.example,+966568955037,SA7053550466037794622439,نشط,2024-12-11
V01259,شركة المرواني للخدمات اللوجستية,6006222371,367352048537903,جازان,أريج الغامدي,hassan.alziyani@vendor20.sa.example,+966515569073,SA9719425799368115439740,نشط,2026-03-11
V01260,مجموعة الأسمري للاستشارات,4030688370,391555967665853,جدة,كريم السبيعي,hussein.alhazmi@vendor28.sa.example,+966598549403,SA0956539839770995143213,نشط,2025-10-12
V01261,شركة الرويلي للتجهيزات الطبية,7106764687,330619427580883,سكاكا,رهف العتيبي,badr.alshahrani@vendor15.sa.example,+966595585694,SA3614861882332700275872,نشط,2024-05-03
V01262,مركز المقرن للخدمات المالية,6906803585,394996901354173,عرعر,محمد السديري,maisa.alotaibi@vendor27.sa.example,+966574876829,SA8144383834095027100692,نشط,2026-03-09
V01263,مجموعة الحوساوي للطباعة والنشر,6006483167,359488848451,جازان,لطيفة الحربي,leen.alsahli@vendor10.sa.example,+966522392100,SA5088566373093112342528,نشط,2025-05-13
V01264,مؤسسة القرني للخدمات اللوجستية,2051359823,322949637044343,الجبيل,حنان العامري,hamad.althbiti@vendor1.sa.example,+966575639581,SA4817039691203669781791,نشط,2025-03-18
V01265,شركة مساهمة العوفي للأعمال العقارية,2051655806,367739935712623,الجبيل,كريم الغامدي,basel.alhosawy@vendor30.sa.example,+966559162414,SA3470145202785319236387,نشط,2024-05-10
V01266,شركة مساهمة العوفي للمستشفيات,1010177173,354618350595503,الرياض,رند العامري,hani.alhosawy@vendor10.sa.example,+966539434469,SA7494780761322380109330,نشط,2025-05-07
V01267,مختبرات الغامدي للصناعات الغذائية,4031081980,396158147971513,مكة المكرمة,نورة العامري,nawaf.alsharif@vendor4.sa.example,+966530715583,SA7486291356160438064574,نشط,2025-06-02
V01268,مكتب الحربي للمقاولات,4030384474,353037441474463,جدة,يمنى الغامدي,ayman.alsubaie@vendor17.sa.example,+966559831635,SA6900166448914802201906,نشط,2026-01-08
V01269,شركة مساهمة الزياني للترجمة والتعريب,6506835006,314806874280743,نجران,نادية القحطاني,tala.alziyani@vendor6.sa.example,+966588460392,SA8852315118925428368745,نشط,2024-10-16
V01270,شركة الحوساوي للمقاولات,3206742423,350117582719483,حائل,ناصر الحوساوي,abdulaziz.alaufi@vendor16.sa.example,+966538360647,SA7101106025647042777768,نشط,2025-04-24
V01271,مختبرات السهلي للطباعة والنشر,3406777249,304404412683543,بريدة,صالح اليامي,ghadeer.alruwaily@vendor13.sa.example,+966536241513,SA3669646756337197770910,نشط,2024-08-22
V01272,مجموعة الشهراني للاستشارات,2050935868,337660366205803,الدمام,مساعد الحربي,ahmed.alqahtani@vendor8.sa.example,+966518361991,SA9461352121229900262772,نشط,2025-06-21
V01273,شركة العامري للتسويق الرقمي,6006124000,328394731642903,جازان,رنا العتيبي,hassan.almasoud@vendor11.sa.example,+966513384366,SA2502051156038955539530,نشط,2025-06-09
V01274,مؤسسة العمري للخدمات اللوجستية,4032444325,328321298633153,الطائف,رؤيا الشمري,talal.alsudairi@vendor4.sa.example,+966508093829,SA8040311175823061930945,نشط,2025-08-08
V01275,مختبرات الحربي للإعلام والتواصل,5855733889,327543837128663,أبها,شيماء الزهراني,mayaa.alghamdi@vendor20.sa.example,+966531920233,SA1315453259125720453261,نشط,2025-12-11
V01276,مركز العوفي لتقنية المعلومات,6006992495,330459049211193,جازان,خالد الشمري,yousef.alsalmi@vendor14.sa.example,+966565157123,SA9247407241278029430011,نشط,2022-08-15
V01277,شركة الشريف للاستشارات,6906708117,362428315638853,عرعر,كريم السبيعي,ghanem.alhajri@vendor10.sa.example,+966518559115,SA7687810965515353775026,نشط,2026-02-21
V01278,مصنع العرجاني للخدمات البيئية,4030404027,381977049362983,جدة,هاني الربيعي,tala.alzahrani@vendor28.sa.example,+966509788680,SA2693309914252788496111,نشط,2024-07-28
V01279,مكتب العوفي للمقاولات,2051119641,375644437516873,الجبيل,سلمان اليامي,ahmed.alsalmi@vendor13.sa.example,+966582980286,SA5590328536806711688137,نشط,2025-05-15
V01280,مصنع الرشيدي للتسويق الرقمي,6506698082,304359653909743,نجران,ميساء السهلي,mishal.alrubaie@vendor6.sa.example,+966505982141,SA1668771045151034459026,نشط,2024-09-05
V01281,مكتب العنزي للاستشارات,6506677205,318160725261403,نجران,يمنى المرواني,yousef.alqahtani@vendor8.sa.example,+966586496004,SA1409738699706013956734,نشط,2024-05-09
V01282,شركة العنزي للأمن السيبراني,4032437731,315465878914133,الطائف,إيمان القرني,bayan.alsudairi@vendor1.sa.example,+966551611166,SA4596101114089330307660,نشط,2025-12-16
V01283,مركز الدوسري للخدمات المالية,2050244743,310282163380503,الدمام,لطيفة الأسمري,najla.alasiri@vendor8.sa.example,+966538730507,SA5608396530805840665831,نشط,2024-05-12
V01284,مؤسسة الرويلي للخدمات اللوجستية,5606758905,332455049652293,تبوك,معاذ السواط,ahmed.almalki@vendor1.sa.example,+966525436426,SA9518000051670123337496,نشط,2024-05-18
V01285,شركة الفيفي للطباعة والنشر,5606615331,329344570855893,تبوك,منصور الفيفي,rashed.alshehri@vendor11.sa.example,+966500451340,SA4115388700346776729671,نشط,2024-08-05
V01286,شركة المسعود للإعلام والتواصل,1010935089,310263474538663,الرياض,سامي البلوي,reem.altamimi@vendor11.sa.example,+966528582324,SA3820382660973690574038,نشط,2026-02-22
V01287,شركة الرشيدي للخدمات اللوجستية,6506126406,308966776694233,نجران,مها القرشي,asma.almarwani@vendor17.sa.example,+966583316448,SA9204047865615475947559,نشط,2025-12-17
V01288,مصنع الغامدي للاتصالات,7106245084,307820825898253,سكاكا,تركي المقرن,badr.alotaibi@vendor23.sa.example,+966502783390,SA1589303082905845419055,نشط,2025-10-16
V01289,مركز المقرن للتطوير البرمجي,4650282564,363229946286863,المدينة المنورة,باسل السواط,omar.alruwaily@vendor8.sa.example,+966515743134,SA8348585910387292154426,نشط,2024-06-11
V01290,شركة مساهمة الدوسري للاتصالات,4031421580,344011809777213,مكة المكرمة,العنود الشريف,turki.alghamdi@vendor9.sa.example,+966566660335,SA7162127398247289748132,نشط,2025-04-26
V01291,شركة مساهمة العتيبي للتطوير البرمجي,6006962678,318512151425893,جازان,لؤي السهلي,jasem.alsalmi@vendor9.sa.example,+966597780468,SA8294732971303079401492,نشط,2024-07-30
V01292,شركة مساهمة السبيعي للخدمات البيئية,6006712159,318638408181703,جازان,زينب القحطاني,ghadeer.almarwani@vendor27.sa.example,+966574873188,SA7806026412042010203791,نشط,2022-10-17
V01293,مجموعة الخالدي للبنية التحتية,4031413025,394718557799483,مكة المكرمة,ريم البلوي,hassan.alaufi@vendor14.sa.example,+966571244932,SA3712684710883415984129,نشط,2025-09-24
V01294,مجموعة الخالدي لتقنية المعلومات,2050906444,314997551808213,الدمام,أمل الأسمري,nasser.alhazmi@vendor7.sa.example,+966555919762,SA6650182552255869213642,نشط,2025-07-26
V01295,مركز الحازمي للإعلام والتواصل,6006753867,303331980248753,جازان,فهد اليامي,abdulwahhab.alanazi@vendor27.sa.example,+966506181254,SA9693250521248403534089,نشط,2025-04-05
V01296,مؤسسة المرواني للترجمة والتعريب,5855128067,390113716597903,أبها,نواف القرني,haifa.alrashidi@vendor30.sa.example,+966519645334,SA9049220444114962045254,نشط,2024-08-16
V01297,مكتب الربيعي للبنية التحتية,3406399625,311211238357153,بريدة,رؤيا الحوساوي,shaima.alrashidi@vendor1.sa.example,+966599812620,SA9444676789558360330764,نشط,2025-10-05
