invoice_no,vendor_id,issue_date,currency,subtotal,vat_amount,total_amount,cost_center,approved_by_id,payment_iban
INV-2026-009401,V00066,2025-03-23,SAR,732232.79,109834.92,842067.71,الشؤون القانونية,1578330530,SA5002488947690277521884
INV-2026-009402,V00967,2025-09-27,SAR,629634.49,94445.17,724079.66,المشتريات,1509015325,SA3544802112804455643666
INV-2026-009403,V00590,2026-01-25,SAR,646995.17,97049.28,744044.45,الموارد البشرية,1989204597,SA7902478416240468433666
INV-2026-009404,V01401,2025-12-10,SAR,789695.57,118454.34,908149.91,التشغيل,1156020370,SA5777910472217906045097
INV-2026-009405,V00560,2025-03-18,SAR,112632.8,16894.92,129527.72,التشغيل,1070006737,SA2506548525457882136108
INV-2026-009406,V01389,2025-07-29,SAR,492630.6,73894.59,566525.19,المشتريات,1598281663,SA9695004603567024690909
INV-2026-009407,V00036,2026-01-26,SAR,399871.78,59980.77,459852.55,إدارة المخاطر,1697820874,SA3520682733437832667459
INV-2026-009408,V00037,2026-02-16,SAR,71953.49,10793.02,82746.51,الخدمات المساندة,1745090306,SA5881286049501568488504
INV-2026-009409,V00651,2025-05-02,SAR,258607.28,38791.09,297398.37,إدارة المعرفة,1626143141,SA1942554314924820813908
INV-2026-009410,V00727,2025-10-09,SAR,223675.61,33551.34,257226.95,الموارد البشرية,1660000439,SA8057178021490492528127
INV-2026-009411,V00399,2026-04-25,SAR,810738.59,121610.79,932349.38,المشتريات,1532050414,SA7907917547418553533108
INV-2026-009412,V01269,2025-06-28,SAR,756789.87,113518.48,870308.35,ضبط الجودة,1615126321,SA9380375222220952682850
INV-2026-009413,V00095,2026-02-17,SAR,716000.37,107400.06,823400.43,المالية,1286376437,SA5560825106630333812638
INV-2026-009414,V00347,2025-10-02,SAR,132123.58,19818.54,151942.12,إدارة المخاطر,1528336769,SA7376846547036995016157
INV-2026-009415,V01498,2025-09-17,SAR,362879.06,54431.86,417310.92,التدقيق الداخلي,1567404338,SA9336026145318291111191
INV-2026-009416,V01020,2026-06-07,SAR,219746.19,32961.93,252708.12,المشتريات,1734583121,SA1357795874012743754834
INV-2026-009417,V01471,2025-05-15,SAR,741732.8,111259.92,852992.72,ضبط الجودة,1122693086,SA3846971124111079176668
INV-2026-009418,V00698,2025-07-10,SAR,819567.08,122935.06,942502.14,الشؤون القانونية,1386236028,SA2608745227854408742453
INV-2026-009419,V01126,2025-03-07,SAR,75189.05,11278.36,86467.41,المالية,1348392513,SA1649294744865367452280
INV-2026-009420,V01083,2025-07-21,SAR,14146.97,2122.05,16269.02,المالية,1355057405,SA2659970276858773877144
INV-2026-009421,V01053,2026-06-09,SAR,789846.48,118476.97,908323.45,التدقيق الداخلي,1165652197,SA0950381015147848938888
INV-2026-009422,V00513,2025-05-08,SAR,534918.12,80237.72,615155.84,الموارد البشرية,1409107081,SA3247573390240661619522
INV-2026-009423,V00802,2025-04-18,SAR,253604.95,38040.74,291645.69,الموارد البشرية,1880187115,SA4048256862738735840314
INV-2026-009424,V00727,2026-06-01,SAR,405058.5,60758.77,465817.27,التشغيل,1483358709,SA2535394613803864317324
INV-2026-009425,V01315,2025-06-27,SAR,614290.9,92143.63,706434.53,الاتصال المؤسسي,1067586949,SA8329198749835590422338
INV-2026-009426,V00586,2025-08-09,SAR,204268.72,30640.31,234909.03,إدارة المعرفة,1671389813,SA1867903876772477430991
INV-2026-009427,V01076,2026-05-31,SAR,819078.77,122861.82,941940.59,التخطيط والتطوير,1938723978,SA6092737927872544497173
INV-2026-009428,V00374,2025-05-17,SAR,925664.93,138849.74,1064514.67,الخدمات المساندة,1964444697,SA8198554956680792795236
INV-2026-009429,V00264,2025-09-21,SAR,635881.61,95382.24,731263.85,إدارة المعرفة,1161243561,SA2955573743567216648186
INV-2026-009430,V00381,2025-09-14,SAR,143707.56,21556.13,165263.69,تقنية المعلومات,1321728865,SA1037143091772266906190
INV-2026-009431,V00063,2025-01-05,SAR,763451.8,114517.77,877969.57,الشؤون القانونية,1011818489,SA4895342176275806724557
INV-2026-009432,V00682,2026-05-13,SAR,475658.42,71348.76,547007.18,تقنية المعلومات,1350262018,SA7148622485202257562672
INV-2026-009433,V01461,2026-01-24,SAR,372658.83,55898.82,428557.65,الاتصال المؤسسي,1683325177,SA5237026657674560564968
INV-2026-009434,V01120,2025-03-14,SAR,270064.25,40509.64,310573.89,إدارة المعرفة,1684107624,SA5785838267320528419696
INV-2026-009435,V00123,2025-05-07,SAR,358876.3,53831.44,412707.74,التشغيل,1373924917,SA3361260024220594586299
INV-2026-009436,V01264,2025-09-12,SAR,437922.88,65688.43,503611.31,التخطيط والتطوير,1088101165,SA2089441137606500355766
INV-2026-009437,V01193,2026-02-09,SAR,98251.68,14737.75,112989.43,التشغيل,1505841252,SA3173984114820840859966
INV-2026-009438,V00068,2025-03-27,SAR,114754.58,17213.19,131967.77,الخدمات المساندة,1322382977,SA1003848834457872139490
INV-2026-009439,V00804,2025-04-02,SAR,746650.19,111997.53,858647.72,ضبط الجودة,1582767024,SA5952455148383326715650
INV-2026-009440,V01288,2025-06-01,SAR,47732.27,7159.84,54892.11,الشؤون القانونية,1256270677,SA5790633591476868121439
INV-2026-009441,V00141,2026-01-21,SAR,802703.18,120405.48,923108.66,إدارة المخاطر,1217251451,SA5389184254237492473947
INV-2026-009442,V01022,2025-09-18,SAR,361664.36,54249.65,415914.01,الاتصال المؤسسي,1734594540,SA9406758126745139359529
INV-2026-009443,V01361,2026-05-14,SAR,391471.58,58720.74,450192.32,إدارة المعرفة,1338571274,SA0738371434837650944155
INV-2026-009444,V00187,2025-01-24,SAR,493125.03,73968.75,567093.78,الموارد البشرية,1879687174,SA0781534512291291033910
INV-2026-009445,V00976,2026-04-12,SAR,3219.78,482.97,3702.75,الموارد البشرية,1378560054,SA8720490602276183869513
INV-2026-009446,V00425,2026-03-25,SAR,193249.23,28987.38,222236.61,إدارة المعرفة,1807025133,SA7144216410769077464706
INV-2026-009447,V01259,2025-04-27,SAR,845238.9,126785.83,972024.73,التشغيل,1701932228,SA0392368328890054704715
INV-2026-009448,V00353,2025-05-05,SAR,344005.45,51600.82,395606.27,الاتصال المؤسسي,1283976791,SA2999160006709972506461
INV-2026-009449,V00347,2025-04-18,SAR,183828.78,27574.32,211403.1,الخدمات المساندة,1028572319,SA5153185782500074607122
INV-2026-009450,V00182,2025-11-05,SAR,937778.1,140666.71,1078444.81,الاتصال المؤسسي,1397684661,SA5859716992956618078118
INV-2026-009451,V00594,2025-12-24,SAR,64692.08,9703.81,74395.89,الشؤون القانونية,1114956533,SA5243851701887282776118
INV-2026-009452,V01305,2025-07-24,SAR,530564.68,79584.7,610149.38,المشتريات,1324160850,SA6248475030322884361476
INV-2026-009453,V00332,2025-11-15,SAR,683023.5,102453.52,785477.02,الموارد البشرية,1986406195,SA6408448528268062882646
INV-2026-009454,V00071,2025-02-12,SAR,345129.59,51769.44,396899.03,إدارة المعرفة,1899974628,SA4525484572090881074051
INV-2026-009455,V00567,2025-04-23,SAR,886464.32,132969.65,1019433.97,التخطيط والتطوير,1763366745,SA4078605152025651665602
INV-2026-009456,V00840,2026-05-26,SAR,344457.71,51668.66,396126.37,المالية,1743997270,SA9615695262415250194170
INV-2026-009457,V01358,2026-05-07,SAR,20550.9,3082.64,23633.54,الخدمات المساندة,1072019423,SA4272804999713069992013
INV-2026-009458,V00164,2025-02-06,SAR,784999.82,117749.97,902749.79,إدارة المعرفة,1113759433,SA7530750033054710262182
INV-2026-009459,V01464,2025-07-27,SAR,344756.82,51713.52,396470.34,التخطيط والتطوير,1530336740,SA4871534577439338073302
INV-2026-009460,V00400,2025-12-30,SAR,345551.64,51832.75,397384.39,ضبط الجودة,1058358860,SA0674936663239817612621
INV-2026-009461,V00898,2025-08-07,SAR,50205.14,7530.77,57735.91,الخدمات المساندة,1241622222,SA6152608591814553167410
INV-2026-009462,V00682,2025-05-07,SAR,892593.83,133889.07,1026482.9,التدقيق الداخلي,1878146131,SA0873793405923108357266
INV-2026-009463,V00419,2025-05-23,SAR,250228.42,37534.26,287762.68,إدارة المعرفة,1213095324,SA8424056044897038950464
INV-2026-009464,V01404,2026-01-14,SAR,491574.55,73736.18,565310.73,التخطيط والتطوير,1123523423,SA7521572076677533100053
INV-2026-009465,V00296,2025-05-22,SAR,329621.8,49443.27,379065.07,الشؤون القانونية,1512350685,SA9577806586532051455602
INV-2026-009466,V00029,2026-04-22,SAR,361531.15,54229.67,415760.82,التخطيط والتطوير,1182010163,SA2553493366636188866206
INV-2026-009467,V00688,2026-05-29,SAR,329777.75,49466.66,379244.41,التخطيط والتطوير,1595953173,SA4631520621441314154090
INV-2026-009468,V00968,2025-07-12,SAR,473820.03,71073.0,544893.03,إدارة المخاطر,1997095144,SA4964840607037473356653
INV-2026-009469,V01263,2026-01-19,SAR,281235.8,42185.37,323421.17,تقنية المعلومات,1624137103,SA3773599532570353941952
INV-2026-009470,V01219,2026-04-08,SAR,184350.46,27652.57,212003.03,إدارة المخاطر,1012711683,SA0823088766523705959819
INV-2026-009471,V00069,2025-10-10,SAR,633119.42,94967.91,728087.33,التدقيق الداخلي,1638994390,SA3991910933138611874997
INV-2026-009472,V00258,2025-01-28,SAR,578456.03,86768.4,665224.43,إدارة المخاطر,1146806706,SA8515117721986202138376
INV-2026-009473,V00324,2025-04-25,SAR,118356.43,17753.46,136109.89,الشؤون القانونية,1472139003,SA5381738898930243478387
INV-2026-009474,V00104,2026-04-22,SAR,786136.62,117920.49,904057.11,الاتصال المؤسسي,1504177385,SA8714162497336063174427
INV-2026-009475,V00300,2026-01-08,SAR,172439.55,25865.93,198305.48,التشغيل,1707714885,SA9395041213780833367858
INV-2026-009476,V00247,2025-02-16,SAR,918040.37,137706.06,1055746.43,المالية,1552279943,SA0414849951620496761432
INV-2026-009477,V00874,2025-05-23,SAR,433825.5,65073.82,498899.32,ضبط الجودة,1957136698,SA2504440875929006001755
INV-2026-009478,V01415,2024-12-28,SAR,936302.48,140445.37,1076747.85,الشؤون القانونية,1560671156,SA9600899920018987011903
INV-2026-009479,V00532,2025-07-15,SAR,259971.03,38995.65,298966.68,المالية,1606899712,SA2532475288527630004264
INV-2026-009480,V00455,2025-07-23,SAR,531937.15,79790.57,611727.72,المالية,1359205075,SA4289145881409615047284
INV-2026-009481,V00021,2025-06-20,SAR,395630.17,59344.53,454974.7,التشغيل,1221337080,SA1997393384399760154004
INV-2026-009482,V00813,2025-11-08,SAR,673932.47,101089.87,775022.34,المشتريات,1240350080,SA8104600422185787082874
INV-2026-009483,V00769,2026-01-30,SAR,124730.74,18709.61,143440.35,التدقيق الداخلي,1579809029,SA1758996401663171192810
INV-2026-009484,V00023,2025-09-30,SAR,322184.89,48327.73,370512.62,ضبط الجودة,1075863090,SA8592887492655233666499
INV-2026-009485,V00411,2025-09-13,SAR,497220.05,74583.01,571803.06,ضبط الجودة,1921847594,SA5994302611907953372715
INV-2026-009486,V00890,2025-05-26,SAR,384027.87,57604.18,441632.05,ضبط الجودة,1485098709,SA4494413964867655759095
INV-2026-009487,V01259,2026-01-09,SAR,188194.17,28229.13,216423.3,التشغيل,1193989405,SA6611238963049495373426
INV-2026-009488,V00180,2025-04-07,SAR,636474.04,95471.11,731945.15,الاتصال المؤسسي,1473316386,SA3739313119519094903708
INV-2026-009489,V00612,2026-03-19,SAR,412580.82,61887.12,474467.94,الموارد البشرية,1479640730,SA1152891115448126348072
INV-2026-009490,V00649,2024-12-28,SAR,150244.39,22536.66,172781.05,إدارة المخاطر,1018646024,SA7411484033709830606050
INV-2026-009491,V00177,2026-06-04,SAR,906580.44,135987.07,1042567.51,إدارة المعرفة,1170332553,SA1310829238252254842636
INV-2026-009492,V01429,2026-01-17,SAR,29983.64,4497.55,34481.19,الاتصال المؤسسي,1514476249,SA3190129984935442946303
INV-2026-009493,V01227,2026-02-12,SAR,38570.06,5785.51,44355.57,الشؤون القانونية,1723275622,SA7226055479748006457002
INV-2026-009494,V00689,2025-08-23,SAR,-720030.23,108004.53,828034.76,الخدمات المساندة,1678869791,SA7684114789930472302808
INV-2026-009495,V00822,2025-05-12,SAR,298409.48,44761.42,343170.9,المشتريات,1759898545,SA7232912496942475669200
INV-2026-009496,V00380,2025-03-19,SAR,374742.24,56211.34,430953.58,المالية,1957858069,SA5607183768512907631891
INV-2026-009497,V00913,2025-02-12,SAR,401346.38,60201.96,461548.34,الشؤون القانونية,1728879352,SA7043788260793931681495
INV-2026-009498,V00618,2025-12-04,SAR,237225.41,35583.81,272809.22,التشغيل,1809638800,SA1795173523044502324711
INV-2026-009499,V00011,2025-08-22,SAR,809459.11,121418.87,930877.98,إدارة المخاطر,1238206062,SA5649014800619510046629
INV-2026-009500,V00150,2025-09-29,SAR,509124.67,76368.7,585493.37,التخطيط والتطوير,1423406048,SA4226639199754667516936
INV-2026-009501,V00545,2025-10-10,SAR,481977.72,72296.66,554274.38,الخدمات المساندة,1779496056,SA0807088678781036640284
INV-2026-009502,V00046,2025-07-04,SAR,21897.54,3284.63,25182.17,الموارد البشرية,1481220315,SA1153193672445982494985
INV-2026-009503,V00091,2025-02-06,SAR,263276.16,39491.42,302767.58,ضبط الجودة,1448267417,SA5139817180438556627640
INV-2026-009504,V01190,2026-06-20,SAR,315025.65,47253.85,362279.5,إدارة المخاطر,1500830995,SA9622632824808782653783
INV-2026-009505,V01443,2026-01-24,SAR,221944.29,33291.64,255235.93,ضبط الجودة,1613587086,SA2818616069989067134878
INV-2026-009506,V01104,2025-11-07,SAR,514308.5,77146.27,591454.77,إدارة المخاطر,1299144194,SA7280304111701260845914
INV-2026-009507,V00427,2025-02-16,SAR,288914.72,43337.21,332251.93,الخدمات المساندة,1558716658,SA7535842850060285166423
INV-2026-009508,V01211,2025-08-18,SAR,40489.34,6073.4,46562.74,التخطيط والتطوير,1696030053,SA8188213270019569592772
INV-2026-009509,V01441,2025-05-28,SAR,130164.91,19524.74,149689.65,إدارة المخاطر,1912258694,SA1692757736249670021644
INV-2026-009510,V00622,2026-05-12,SAR,671580.79,100737.12,772317.91,ضبط الجودة,1947453211,SA9304303199542167862458
INV-2026-009511,V00936,2025-04-20,SAR,242958.41,36443.76,279402.17,الاتصال المؤسسي,1652916501,SA8884649498552287353206
INV-2026-009512,V00617,2025-06-10,SAR,674069.09,101110.36,775179.45,إدارة المخاطر,1486364803,SA2853133772328119165026
INV-2026-009513,V00391,2026-02-11,SAR,780905.74,117135.86,898041.6,التدقيق الداخلي,1001765435,SA4124089939655048956514
INV-2026-009514,V00244,2025-05-12,SAR,144297.56,21644.63,165942.19,إدارة المخاطر,1958463232,SA9030134237365492060083
INV-2026-009515,V00107,2025-06-16,SAR,259286.13,38892.92,298179.05,المالية,1693922377,SA4125620820505473693485
INV-2026-009516,V01156,2026-04-25,SAR,464546.19,69681.93,534228.12,ضبط الجودة,1835255207,SA4744031874319876481820
INV-2026-009517,V00109,2025-09-11,SAR,341861.01,51279.15,393140.16,تقنية المعلومات,1638997872,SA8474947273665846842323
INV-2026-009518,V01483,2025-05-28,SAR,47469.72,7120.46,54590.18,التشغيل,1714947114,SA6037779981614935660302
INV-2026-009519,V01267,2025-07-11,SAR,654736.47,98210.47,752946.94,التدقيق الداخلي,1488460039,SA8162880166183079678126
INV-2026-009520,V01131,2025-01-29,SAR,198544.72,29781.71,228326.43,إدارة المعرفة,1819190883,SA3927761145596782143316
INV-2026-009521,V01300,2026-06-17,SAR,139688.71,20953.31,160642.02,المشتريات,1840015877,SA2506464541230966748751
INV-2026-009522,V00666,2025-06-01,SAR,314844.71,47226.71,362071.42,المالية,1608377063,SA7219038602109078962842
INV-2026-009523,V01098,2025-07-30,SAR,551638.19,82745.73,634383.92,التدقيق الداخلي,1651706986,SA0435050800449332148763
INV-2026-009524,V00738,2025-10-19,SAR,335286.77,50293.02,385579.79,إدارة المخاطر,1082588060,SA5228123623218583872867
INV-2026-009525,V00557,2026-05-07,SAR,388357.9,58253.69,446611.59,الخدمات المساندة,1214018275,SA5711048034304259543563
INV-2026-009526,V00484,2025-08-26,SAR,447401.6,67110.24,514511.84,المالية,1582479851,SA6424069663664003834163
INV-2026-009527,V01437,2026-01-11,SAR,535274.48,80291.17,615565.65,التدقيق الداخلي,1144631965,SA1703682946784972649470
INV-2026-009528,V00175,2026-03-02,SAR,622372.12,93355.82,715727.94,التدقيق الداخلي,1995647326,SA6105565946872478595823
INV-2026-009529,V01249,2026-06-08,SAR,131049.55,19657.43,150706.98,ضبط الجودة,1239637745,SA6190410748499140205670
INV-2026-009530,V00975,2025-12-06,SAR,649239.81,97385.97,746625.78,الخدمات المساندة,1185107206,SA4721262107832080277058
INV-2026-009531,V01211,2025-04-30,SAR,893183.83,133977.57,1027161.4,إدارة المعرفة,1501049900,SA4868592349297331624368
INV-2026-009532,V01245,2025-05-14,SAR,323814.88,48572.23,372387.11,الشؤون القانونية,1670837622,SA0395223891268634734580
INV-2026-009533,V00549,2026-05-08,SAR,817271.52,122590.73,939862.25,المشتريات,1903989224,SA7808642604497284181934
INV-2026-009534,V00700,2025-11-19,SAR,672417.34,100862.6,773279.94,إدارة المخاطر,1800139048,SA4867448300892958681685
INV-2026-009535,V00476,2025-06-29,SAR,332448.8,49867.32,382316.12,الشؤون القانونية,1783937699,SA6768754302858697728161
INV-2026-009536,V00476,2025-05-14,SAR,629392.95,94408.94,723801.89,الموارد البشرية,1230901025,SA6828665678997717249049
INV-2026-009537,V01123,2025-10-20,SAR,869259.38,130388.91,999648.29,التشغيل,1431834934,SA3443099930683859308390
INV-2026-009538,V00605,2026-05-22,SAR,130553.97,19583.1,150137.07,التخطيط والتطوير,1839680897,SA7875053499265183933134
INV-2026-009539,V00776,2026-03-15,SAR,280074.84,42011.23,322086.07,إدارة المخاطر,1331492098,SA4869984806468755347792
INV-2026-009540,V00540,2026-05-13,SAR,878351.5,131752.73,1010104.23,التخطيط والتطوير,1688248051,SA2047975835316679997502
INV-2026-009541,V01285,2026-05-26,SAR,212719.61,31907.94,244627.55,التدقيق الداخلي,1708483753,SA3322421721811883752578
INV-2026-009542,V01000,2025-03-01,SAR,394582.35,59187.35,453769.7,التدقيق الداخلي,1172132167,SA7456099163402489834081
INV-2026-009543,V00536,2025-05-15,SAR,616422.7,92463.4,708886.1,المالية,1376358998,SA1501633047833830428377
INV-2026-009544,V01448,2025-08-27,SAR,812616.84,121892.53,934509.37,ضبط الجودة,1682800055,SA8423387749636887279527
INV-2026-009545,V00429,2025-12-15,SAR,536514.23,80477.13,616991.36,المالية,1180065888,SA1750271486908781693543
INV-2026-009546,V01099,2026-05-23,SAR,537007.56,80551.13,617558.69,التشغيل,1230797407,SA8127073884610736236761
INV-2026-009547,V01435,2025-04-28,SAR,465298.17,69794.73,535092.9,الموارد البشرية,1365209293,SA2675363975503540049142
INV-2026-009548,V01182,2026-04-19,SAR,257871.46,38680.72,296552.18,إدارة المخاطر,1643297946,SA5832777811564922887055
INV-2026-009549,V01025,2025-08-04,SAR,772886.88,115933.03,888819.91,تقنية المعلومات,1017897271,SA7046497736070911339752
INV-2026-009550,V01154,2026-02-11,SAR,123400.47,18510.07,141910.54,إدارة المعرفة,1546066117,SA1087738252549264703346
INV-2026-009551,V00979,2026-04-09,SAR,729886.48,109482.97,839369.45,ضبط الجودة,1034708196,SA7263283053014498404447
INV-2026-009552,V00685,2025-11-15,SAR,32654.09,4898.11,37552.2,الموارد البشرية,1591419914,SA9172275436355868639768
INV-2026-009553,V00183,2025-01-20,SAR,897802.48,134670.37,1032472.85,إدارة المخاطر,1706099668,SA3837903857156267474930
INV-2026-009554,V01233,2025-08-07,SAR,787822.3,118173.35,905995.65,تقنية المعلومات,1835500958,SA9889722090987768197486
INV-2026-009555,V00148,2025-07-13,SAR,222541.68,33381.25,255922.93,المالية,1592792731,SA9705237035345244089282
INV-2026-009556,V01272,2025-06-26,SAR,3218.99,482.85,3701.84,إدارة المخاطر,1593423468,SA8076032481053369959156
INV-2026-009557,V00150,2026-05-01,SAR,330179.41,49526.91,379706.32,إدارة المخاطر,1741115974,SA3633408192456061272069
INV-2026-009558,V01373,2026-05-09,SAR,110907.45,16636.12,127543.57,إدارة المعرفة,1352317182,SA0603620787312443762616
INV-2026-009559,V00151,2025-02-21,SAR,576779.58,86516.94,663296.52,المالية,1037274410,SA7435762001266915377821
INV-2026-009560,V01167,2026-06-08,SAR,552819.91,82922.99,635742.9,الشؤون القانونية,1613181914,SA6833112412604174977128
INV-2026-009561,V00064,2025-10-10,sar,684575.16,102686.27,787261.43,الشؤون القانونية,1115538652,SA5155167447317725790271
INV-2026-009562,V00709,2025-04-11,SAR,135309.41,20296.41,155605.82,ضبط الجودة,1356253094,SA5031886656641178931271
INV-2026-009563,V01166,2025-08-07,SAR,123967.4,18595.11,142562.51,الخدمات المساندة,1916091661,SA5829560753954388084599
INV-2026-009564,V01416,2025-10-18,SAR,27681.12,4152.17,31833.29,التخطيط والتطوير,1507511697,SA6339446238562490807565
INV-2026-009565,V00669,2025-01-07,SAR,-246813.91,37022.09,283836.0,تقنية المعلومات,1733374092,SA4658429279792632661806
INV-2026-009566,V00950,2026-02-09,SAR,113159.42,16973.91,130133.33,الخدمات المساندة,1693109702,SA3476790491490755557878
INV-2026-009567,V01483,2025-03-16,SAR,892649.21,133897.38,1026546.59,تقنية المعلومات,1373917523,SA0408249544284029227196
INV-2026-009568,V00916,2027-03-23,SAR,901746.14,135261.92,1037008.06,الخدمات المساندة,1821159371,SA7972403061184504698880
INV-2026-009569,V00740,2025-01-15,SAR,791314.68,118697.2,910011.88,الخدمات المساندة,1313554063,SA3713688330170120677137
INV-2026-009570,V01175,2025-01-12,SAR,532430.37,79864.56,612294.93,التخطيط والتطوير,1476609829,SA4924270394951878126552
INV-2026-009571,V01457,2026-01-05,SAR,841810.81,126271.62,968082.43,تقنية المعلومات,1653376135,SA4765344888727551147535
INV-2026-009572,V00638,2025-01-21,SAR,134330.23,20149.53,154479.76,التخطيط والتطوير,1802101616,SA7668207867745942399066
INV-2026-009573,V00698,2025-11-03,SAR,200699.49,30104.92,200699.49,المشتريات,1445876525,SA2618143664144144175119
INV-2026-009574,V01355,2025-10-12,SAR,721179.37,108176.91,829356.28,التشغيل,1723864292,SA5990774442414314186328
INV-2026-009575,V00399,2026-05-29,SAR,145894.93,21884.24,167779.17,المالية,1407813011,SA1980417452814695630181
INV-2026-009576,V01152,2026-04-10,SAR,667468.17,100120.23,767588.4,المالية,1857167728,SA2449025528559912184386
INV-2026-009577,V01054,2026-06-15,SAR,146878.6,22031.79,168910.39,ضبط الجودة,1720188927,SA1695014598975378406431
INV-2026-009578,V00577,2025-07-10,SAR,687303.89,103095.58,790399.47,إدارة المخاطر,1692173659,SA2002861724263251065536
INV-2026-009579,V00909,2026-04-11,SAR,455701.88,68355.28,524057.16,الشؤون القانونية,1492448467,SA6386899511849788070312
INV-2026-009580,V00471,2026-01-02,SAR,579863.45,86979.52,666842.97,ضبط الجودة,1850486455,SA9093230994248506168293
INV-2026-009581,V01278,2025-01-20,SAR,506537.8,75980.67,582518.47,الشؤون القانونية,1592718751,SA5549184352111823815081
INV-2026-009582,V00545,2025-09-26,SAR,414219.69,62132.95,476352.64,الاتصال المؤسسي,1853129193,SA1949384925117250422418
INV-2026-009583,V01448,2026-02-10,SAR,67093.44,10064.02,77157.46,إدارة المخاطر,1827190768,SA8205316014770004894265
INV-2026-009584,V00458,2026-01-28,SAR,231311.44,34696.72,266008.16,المالية,1476882905,SA6157373828913862764790
INV-2026-009585,V01002,2025-02-10,SAR,238020.81,35703.12,273723.93,إدارة المخاطر,1725603615,SA4561854459264421176834
INV-2026-009586,V00003,2026-06-01,SAR,753958.16,113093.72,867051.88,ضبط الجودة,1726361122,SA3448551888110411432542
INV-2026-009587,V00220,2025-10-09,SAR,429516.9,64427.54,493944.44,التخطيط والتطوير,1373206133,SA1621240211581316273531
INV-2026-009588,V00692,2026-01-31,SAR,528023.9,79203.59,607227.49,إدارة المعرفة,1217447943,SA0556104183971470045570
INV-2026-009589,V00914,2025-04-28,SAR,488916.38,73337.46,562253.84,الخدمات المساندة,1245769060,SA3408280333239136713826
INV-2026-009590,V00043,2025-12-15,SAR,626136.49,93920.47,720056.96,الخدمات المساندة,1804270435,SA8845942172818651728726
INV-2026-009591,V01290,2026-01-15,SAR,750620.39,112593.06,863213.45,إدارة المعرفة,1478001991,SA0549438342595061215820
INV-2026-009592,V00537,2025-10-01,SAR,616633.35,92495.0,709128.35,الموارد البشرية,1226986790,SA5860266965623744321919
INV-2026-009593,V00315,2026-01-13,SAR,47433.43,7115.01,54548.44,التشغيل,1850419985,SA3294698985638991968899
INV-2026-009594,V01474,2026-03-24,SAR,35850.89,5377.63,41228.52,الاتصال المؤسسي,1530037470,SA4035217143853978794209
INV-2026-009595,V01099,2025-01-31,SAR,86548.0,12982.2,99530.2,الموارد البشرية,1884160878,SA8126311364527796905764
INV-2026-009596,V01227,2025-06-17,SAR,764187.61,114628.14,878815.75,الشؤون القانونية,1025675354,SA3150320965680963382563
INV-2026-009597,V00940,2025-12-30,SAR,247819.08,37172.86,284991.94,الموارد البشرية,1896496120,SA3016445944526935326593
INV-2026-009598,V00906,2025-07-31,SAR,273287.44,40993.12,314280.56,الخدمات المساندة,1723795652,SA8049476316398173703219
INV-2026-009599,V00339,2025-10-17,SAR,571502.97,85725.45,657228.42,الشؤون القانونية,1977585262,SA0394186161702652017967
INV-2026-009600,V00454,2025-11-18,SAR,579769.8,86965.47,666735.27,التدقيق الداخلي,1306194794,SA5235758516832571005325
INV-2026-009601,V00770,2025-02-07,SAR,623370.8,93505.62,716876.42,التدقيق الداخلي,1374641106,SA4863423779966077329056
INV-2026-009602,V01043,2025-12-04,SAR,749322.06,112398.31,861720.37,الاتصال المؤسسي,1164057166,SA6855913290006780613769
INV-2026-009603,V01484,2026-06-12,SAR,603673.84,90551.08,694224.92,إدارة المعرفة,1738378171,SA0775231915489277623848
INV-2026-009604,V00415,2026-02-06,SAR,279489.68,41923.45,321413.13,المالية,1345610255,SA9536283896777645909391
INV-2026-009605,V00001,2025-05-18,SAR,267631.68,40144.75,307776.43,التدقيق الداخلي,1617457880,SA2908272075465038251203
INV-2026-009606,V00689,2026-05-17,SAR,561610.82,84241.62,645852.44,الشؤون القانونية,1842650267,SA9416454894515110895713
INV-2026-009607,V00545,2025-11-19,SAR,873785.21,131067.78,1004852.99,إدارة المعرفة,1315073153,SA8932794558820148142142
INV-2026-009608,V00193,2025-02-08,SAR,737627.03,110644.05,848271.08,المشتريات,1042336915,SA6140611881792770258439
INV-2026-009609,V00361,2025-12-12,SAR,164712.11,24706.82,189418.93,التشغيل,1679917250,SA1509293866872103607819
INV-2026-009610,V01038,2025-05-30,SAR,873993.57,131099.04,1005092.61,تقنية المعلومات,1083122141,SA1723032186666072847818
INV-2026-009611,V00374,2025-06-15,SAR,680002.8,102000.42,782003.22,تقنية المعلومات,1224077469,SA6458521422957107060655
INV-2026-009612,V00271,2025-06-16,SAR,619757.86,92963.68,712721.54,الاتصال المؤسسي,1030868077,SA8548970441078606737559
INV-2026-009613,V00816,2025-06-28,SAR,89675.55,13451.33,103126.88,المالية,1707529986,SA0320884695651325626712
INV-2026-009614,V00186,2025-05-21,SAR,310609.16,46591.37,357200.53,ضبط الجودة,1389008531,SA8028613953524705890440
INV-2026-009615,V00521,2026-05-16,SAR,246590.25,36988.54,283578.79,الموارد البشرية,1958828558,SA1935864412668030414726
INV-2026-009616,V00207,2025-06-07,SAR,522359.91,78353.99,600713.9,التدقيق الداخلي,1263189639,SA0280297614107541499134
INV-2026-009617,V00514,2026-01-19,SAR,793139.68,118970.95,912110.63,الموارد البشرية,1898890478,SA0342755747400336332489
